Comment-Id,Post-id,Posting-User-Id,Likes,Commenting-User-Id, Comment
70,14,5,112,9,Some Random Commen with Id 70
71,14,5,12,1,Some Random Commen with Id 71
72,14,5,194,1,Some Random Commen with Id 72
73,14,5,71,2,Some Random Commen with Id 73
74,15,6,102,9,Some Random Commen with Id 74
75,15,6,70,8,Some Random Commen with Id 75
76,15,6,6,3,Some Random Commen with Id 76
77,15,6,131,7,Some Random Commen with Id 77
78,15,6,120,5,Some Random Commen with Id 78
79,15,6,150,6,Some Random Commen with Id 79
80,15,6,139,9,Some Random Commen with Id 80
81,15,6,64,1,Some Random Commen with Id 81
82,15,6,134,8,Some Random Commen with Id 82
83,16,8,11,3,Some Random Commen with Id 83
84,16,8,90,8,Some Random Commen with Id 84
85,16,8,168,9,Some Random Commen with Id 85
86,16,8,5,6,Some Random Commen with Id 86
87,16,8,15,6,Some Random Commen with Id 87
88,16,8,115,0,Some Random Commen with Id 88
89,16,8,117,2,Some Random Commen with Id 89
90,16,8,49,3,Some Random Commen with Id 90
91,17,3,182,7,Some Random Commen with Id 91
92,17,3,192,0,Some Random Commen with Id 92
93,18,5,199,2,Some Random Commen with Id 93
94,18,5,91,5,Some Random Commen with Id 94
95,18,5,5,9,Some Random Commen with Id 95
96,18,5,19,7,Some Random Commen with Id 96
97,18,5,21,3,Some Random Commen with Id 97
98,19,0,4,5,Some Random Commen with Id 98
99,19,0,49,8,Some Random Commen with Id 99
100,19,0,136,9,Some Random Commen with Id 100
101,19,0,192,6,Some Random Commen with Id 101
102,19,0,77,1,Some Random Commen with Id 102
103,19,0,62,7,Some Random Commen with Id 103
104,19,0,130,8,Some Random Commen with Id 104
105,19,0,144,8,Some Random Commen with Id 105
106,20,5,62,1,Some Random Commen with Id 106
107,20,5,119,0,Some Random Commen with Id 107
108,20,5,148,3,Some Random Commen with Id 108
109,20,5,177,9,Some Random Commen with Id 109
110,20,5,106,5,Some Random Commen with Id 110
111,21,4,182,4,Some Random Commen with Id 111
112,21,4,63,6,Some Random Commen with Id 112
113,21,4,137,3,Some Random Commen with Id 113
114,21,4,176,7,Some Random Commen with Id 114
115,21,4,63,3,Some Random Commen with Id 115
116,23,8,141,6,Some Random Commen with Id 116
117,23,8,171,3,Some Random Commen with Id 117
118,23,8,37,3,Some Random Commen with Id 118
119,23,8,43,8,Some Random Commen with Id 119
120,24,5,145,7,Some Random Commen with Id 120
121,24,5,53,4,Some Random Commen with Id 121
122,24,5,144,9,Some Random Commen with Id 122
123,24,5,91,3,Some Random Commen with Id 123
124,25,2,18,4,Some Random Commen with Id 124
125,25,2,83,9,Some Random Commen with Id 125
126,26,9,179,1,Some Random Commen with Id 126
127,26,9,150,9,Some Random Commen with Id 127
128,26,9,28,4,Some Random Commen with Id 128
129,27,1,190,3,Some Random Commen with Id 129
130,27,1,3,4,Some Random Commen with Id 130
131,27,1,2,6,Some Random Commen with Id 131
132,27,1,179,2,Some Random Commen with Id 132
133,27,1,61,0,Some Random Commen with Id 133
134,27,1,181,4,Some Random Commen with Id 134
135,27,1,75,8,Some Random Commen with Id 135
136,27,1,72,0,Some Random Commen with Id 136
137,28,7,44,9,Some Random Commen with Id 137
138,29,9,73,8,Some Random Commen with Id 138
139,29,9,49,9,Some Random Commen with Id 139
140,29,9,175,4,Some Random Commen with Id 140
141,30,6,79,1,Some Random Commen with Id 141
142,30,6,106,8,Some Random Commen with Id 142
143,30,6,73,8,Some Random Commen with Id 143
144,30,6,48,2,Some Random Commen with Id 144
145,30,6,47,0,Some Random Commen with Id 145
146,30,6,141,7,Some Random Commen with Id 146
147,30,6,102,6,Some Random Commen with Id 147
148,30,6,21,8,Some Random Commen with Id 148
149,30,6,5,8,Some Random Commen with Id 149
150,31,8,54,5,Some Random Commen with Id 150
151,31,8,159,9,Some Random Commen with Id 151
152,32,6,139,6,Some Random Commen with Id 152
153,32,6,49,9,Some Random Commen with Id 153
154,32,6,185,5,Some Random Commen with Id 154
155,32,6,111,8,Some Random Commen with Id 155
156,32,6,93,9,Some Random Commen with Id 156
157,33,0,40,3,Some Random Commen with Id 157
158,33,0,87,9,Some Random Commen with Id 158
159,33,0,44,6,Some Random Commen with Id 159
160,34,8,83,6,Some Random Commen with Id 160
161,34,8,40,4,Some Random Commen with Id 161
162,34,8,33,1,Some Random Commen with Id 162
163,34,8,143,4,Some Random Commen with Id 163
164,34,8,19,1,Some Random Commen with Id 164
165,34,8,154,7,Some Random Commen with Id 165
166,34,8,7,7,Some Random Commen with Id 166
167,35,1,115,0,Some Random Commen with Id 167
168,35,1,110,5,Some Random Commen with Id 168
169,35,1,73,0,Some Random Commen with Id 169
170,35,1,74,8,Some Random Commen with Id 170
171,35,1,8,2,Some Random Commen with Id 171
172,36,1,70,6,Some Random Commen with Id 172
173,37,6,145,9,Some Random Commen with Id 173
174,37,6,108,4,Some Random Commen with Id 174
175,37,6,165,3,Some Random Commen with Id 175
176,37,6,97,3,Some Random Commen with Id 176
177,37,6,103,8,Some Random Commen with Id 177
178,38,5,33,6,Some Random Commen with Id 178
179,38,5,87,6,Some Random Commen with Id 179
180,38,5,166,0,Some Random Commen with Id 180
181,39,5,149,6,Some Random Commen with Id 181
182,39,5,159,5,Some Random Commen with Id 182
183,39,5,2,9,Some Random Commen with Id 183
184,39,5,59,5,Some Random Commen with Id 184
185,39,5,23,4,Some Random Commen with Id 185
186,39,5,125,7,Some Random Commen with Id 186
187,39,5,83,2,Some Random Commen with Id 187
188,39,5,109,4,Some Random Commen with Id 188
189,39,5,65,4,Some Random Commen with Id 189
